universe,family,config,regime,seconds,n_rejections,dev_n,dev_days,dev_net,dev_exp,dev_pf,dev_win,val_n,val_days,val_net,val_exp,val_exp_r,val_pf,val_win,val_ci95,val_p_le0,val_ex_best_trade,val_ex_best_day,val_windows_pos,val_windows_n,val_windows_with_trades,val_net_long,val_net_short,val_n_long,val_n_short,val_cost_share,val_maxdd,val_hold_min,devval_final_equity,devval_shadow_equity,devval_paused,devval_paused_at,devval_exposure,devval_acct_maxdd,trades_file,val_by_sym_net,val_syms_positive
crypto15,F4,"F4:channel_bo(atr_mult=1.5, n=24, tf=15m)",base,1.0,0,27,18.0,-8.111311072825838,-0.3004189286231792,0.5590961363890573,0.2962962962962963,12,8.0,4.623022764021369,0.3852518970017807,0.3852518970017807,2.1234780690592427,0.5833333333333334,"[-0.16396658805125916, 1.2966380070453218]",0.111,0.8948991873716299,0.8948991873716299,1,2,1,2.078609095934284,2.544413668087086,6.0,6.0,0.1660056574733458,2.12253703757094,208.75,91.5555055244014,96.51171169119549,True,2026-06-17 18:15:00+00:00,0.1033718926901304,10.555357181621474,F4_channel_bo_91429361_base.parquet,"{'BTC': 2.01, 'ETH': 2.61}",2.0
crypto15,F1,"F1:ma_trend(atr_mult=2.0, fast=10, filter=False, slow=40, tf=1h)",base,0.9,0,3,2.0,-0.9264882241355084,-0.3088294080451694,0.313978474682958,0.3333333333333333,4,3.0,-0.2520325392041915,-0.0630081348010478,-0.0630081348010478,0.6208921594647431,0.5,,,-0.582320437079581,-0.582320437079581,0,2,1,0.3305767154153682,-0.5826092546195597,3.0,1.0,0.4762838307906489,0.5826092546195597,180.0,98.82147923666032,98.82147923666032,False,,0.0199360078759537,1.5090974787550664,F1_ma_trend_2622997_base.parquet,"{'BTC': -0.58, 'ETH': 0.33}",1.0
crypto15,F1,"F1:ma_trend(atr_mult=2.0, fast=10, filter=True, slow=40, tf=1h)",base,0.9,0,0,,0.0,,,,0,,0.0,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,
crypto15,F1,"F1:ma_trend(atr_mult=2.0, fast=20, filter=False, slow=80, tf=1h)",base,0.9,0,3,2.0,-0.8814451663148032,-0.2938150554382677,0.3248116895029278,0.3333333333333333,1,1.0,-0.1681789551518304,-0.1681789551518304,-0.1681789551518304,0.0,0.0,,,0.0,0.0,0,2,1,-0.1681789551518304,0.0,1.0,0.0,,0.1681789551518304,180.0,98.95037587853336,98.95037587853336,False,,0.0120600541471818,1.0496241214666355,F1_ma_trend_56979913_base.parquet,{'ETH': -0.17},0.0
crypto15,F1,"F1:ma_trend(atr_mult=2.0, fast=20, filter=True, slow=80, tf=1h)",base,0.8,0,0,,0.0,,,,0,,0.0,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,
crypto15,F2,"F2:bb_mr(k=2.0, max_bars=8, n=20, regime=False, tf=1h)",base,1.1,0,14,12.0,-2.2008665980701507,-0.1572047570050107,0.4724401668601917,0.4285714285714285,7,7.0,1.3882244754993835,0.1983177822141976,0.1983177822141976,3.005104914500694,0.4285714285714285,"[-0.1553488714429681, 0.6185999365177535]",0.175,0.1181806711135755,0.1181806711135755,1,2,1,0.0973299490702847,1.2908945264290983,3.0,4.0,0.2254685734061665,0.5779378631029884,165.0,99.18735787742926,99.18735787742926,False,,0.0484863401427516,3.342595026731672,F2_bb_mr_31875067_base.parquet,"{'BTC': 0.12, 'ETH': 1.27}",2.0
crypto15,F2,"F2:bb_mr(k=2.0, max_bars=8, n=20, regime=True, tf=1h)",base,1.0,0,4,4.0,0.0431004440350048,0.0107751110087512,1.1993666170863284,0.75,2,2.0,0.6841131039389096,0.3420565519694548,0.3420565519694548,inf,1.0,,,0.1144071934872674,0.1144071934872674,1,2,1,0.5697059104516421,0.1144071934872674,1.0,1.0,0.1691463376375023,-0.0,45.0,100.72721354797392,100.72721354797392,False,,0.0091065714988924,0.2161868655088881,F2_bb_mr_49127123_base.parquet,"{'BTC': 0.11, 'ETH': 0.57}",2.0
crypto15,F2,"F2:bb_mr(k=2.5, max_bars=8, n=20, regime=False, tf=1h)",base,1.1,0,12,11.0,-2.815544726622421,-0.2346287272185351,0.4932329460479953,0.3333333333333333,5,5.0,0.3616624649792536,0.0723324929958507,0.0723324929958507,1.9323292411083424,0.4,"[-0.17240749079720416, 0.4082031434671592]",0.338,-0.3344560692373102,-0.3344560692373102,1,2,1,0.7495752848639045,-0.3879128198846508,2.0,3.0,0.426744005272211,0.3879128198846508,123.0,97.54611773835684,97.54611773835684,False,,0.0334728033472803,4.126001971572663,F2_bb_mr_20974738_base.parquet,"{'BTC': 0.66, 'ETH': -0.3}",1.0
crypto15,F2,"F2:bb_mr(k=2.5, max_bars=8, n=20, regime=True, tf=1h)",base,0.9,0,4,4.0,-0.5814649773618396,-0.1453662443404599,0.4178964117666942,0.75,2,2.0,0.2940802467488128,0.1470401233744064,0.1470401233744064,2.066955242113741,0.5,,,-0.2756256637028292,-0.2756256637028292,1,2,1,0.5697059104516421,-0.2756256637028292,1.0,1.0,0.2103975289336082,0.2756256637028292,67.5,99.71261526938696,99.71261526938696,False,,0.0068914595126753,1.15172020165636,F2_bb_mr_61401828_base.parquet,{'ETH': 0.29},1.0
crypto15,F3,"F3:vol_comp_bo(pct=0.1, tf=1h, trail_atr=2.0)",base,0.9,0,3,3.0,-0.0362917548615487,-0.0120972516205162,0.9415168044189864,0.3333333333333333,2,2.0,1.6468429701116492,0.8234214850558246,0.8234214850558246,inf,1.0,,,0.182920099699448,0.182920099699448,1,2,1,0.1829200996994481,1.4639228704122011,1.0,1.0,0.0548763868778284,-0.0,330.0,101.6105512152501,101.6105512152501,False,,0.0236278611863155,0.620550134119739,F3_vol_comp_bo_18581872_base.parquet,{'BTC': 1.65},1.0
crypto15,F3,"F3:vol_comp_bo(pct=0.2, tf=1h, trail_atr=2.0)",base,0.9,0,4,4.0,-0.0912335868377384,-0.0228083967094346,0.8649375693318279,0.25,2,2.0,1.6468429701116492,0.8234214850558246,0.8234214850558246,inf,1.0,,,0.182920099699448,0.182920099699448,1,2,1,0.1829200996994481,1.4639228704122011,1.0,1.0,0.0548763868778284,-0.0,330.0,101.5556093832739,101.5556093832739,False,,0.0265813438346049,0.6754919660959331,F3_vol_comp_bo_97149662_base.parquet,{'BTC': 1.65},1.0
crypto15,F4,"F4:channel_bo(atr_mult=1.5, n=12, tf=1h)",base,1.0,0,17,16.0,-0.6819143638866025,-0.0401126096403883,0.865053796514607,0.4705882352941176,9,8.0,-0.3114455160317569,-0.0346050573368618,-0.0346050573368618,0.906048530661117,0.3333333333333333,"[-0.5234172101576279, 0.7382449148059209]",0.552,-2.7903549099297504,-2.7903549099297504,0,2,1,-0.7291623856236461,0.4177168695918891,5.0,4.0,0.2510234851610948,1.9817889080522877,220.0,99.00664012008164,99.00664012008164,False,,0.1033718926901304,3.197128390554724,F4_channel_bo_69340594_base.parquet,"{'BTC': -0.42, 'ETH': 0.11}",1.0
crypto15,F4,"F4:channel_bo(atr_mult=1.5, n=24, tf=1h)",base,1.0,0,12,12.0,1.5892249295878318,0.132435410798986,1.6214844367181032,0.5833333333333334,7,7.0,-0.4294666458905585,-0.0613523779843655,-0.0613523779843655,0.867706341629305,0.2857142857142857,"[-0.748825097180151, 0.8749112790997553]",0.575,-2.908376039788552,-2.908376039788552,0,2,1,-0.9158319733219672,0.4863653274314088,4.0,3.0,0.2290550692592077,1.913140450212768,214.28571428571428,101.15975828369729,101.15975828369729,False,,0.0775289195175978,2.990456466389801,F4_channel_bo_36427083_base.parquet,"{'BTC': -0.35, 'ETH': -0.08}",0.0
crypto15,F5,"F5:trend_pullback(defn=A, max_bars=16, target_r=1.5)",base,0.9,0,27,17.0,7.38952153552821,0.2736859827973411,2.187990737227902,0.5925925925925926,13,9.0,-2.5886502225832864,-0.1991269401987143,-0.1991269401987143,0.5005069449541789,0.2307692307692307,"[-0.5462098720879416, 0.25305821828922115]",0.808,-3.866158225400704,-3.866158225400704,0,2,1,-1.5338352485278786,-1.054814974055408,5.0,8.0,0.4970586977904204,3.866158225400704,133.84615384615384,104.80087131294492,104.80087131294492,False,,0.0863893674624661,3.86615822540071,F5_trend_pullback_32351268_base.parquet,"{'BTC': -3.86, 'ETH': 1.28}",1.0
crypto15,F5,"F5:trend_pullback(defn=A, max_bars=16, target_r=2.0)",base,1.0,0,26,17.0,8.972019662228416,0.3450776793164775,2.5194757862827206,0.6153846153846154,13,9.0,-1.6973544724862155,-0.1305657286527858,-0.1305657286527858,0.6724869340934876,0.2307692307692307,"[-0.5462098720879416, 0.4159268674450209]",0.697,-3.424992170611997,-3.424992170611997,0,2,1,-1.0837055532195148,-0.613648919266701,5.0,8.0,0.3699463499213914,3.424992170611997,136.15384615384616,107.27466518974222,107.27466518974222,False,,0.0878661087866108,3.4249921706120148,F5_trend_pullback_51521560_base.parquet,"{'BTC': -3.42, 'ETH': 1.73}",1.0
crypto15,F5,"F5:trend_pullback(defn=B, max_bars=16, target_r=1.5)",base,1.0,0,21,17.0,0.5542202449375971,0.0263914402351236,1.0728609152422732,0.5238095238095238,9,7.0,0.0387211822197404,0.0043023535799711,0.0043023535799711,1.0129281702445518,0.4444444444444444,"[-0.4428611939242033, 0.6964091026349698]",0.502,-1.1901669642954011,-1.1901669642954011,0,2,1,-0.3211557439311538,0.3598769261508943,3.0,6.0,0.2749660520208031,2.3546033062706475,151.66666666666666,100.59294142715736,100.59294142715736,False,,0.0654688653704159,2.739292461784217,F5_trend_pullback_69907634_base.parquet,"{'BTC': -1.19, 'ETH': 1.23}",1.0
crypto15,F5,"F5:trend_pullback(defn=B, max_bars=16, target_r=2.0)",base,1.0,0,21,17.0,1.7980522083228108,0.0856215337296576,1.2363820714751068,0.5238095238095238,9,7.0,0.4839679668809271,0.0537742185423252,0.0537742185423252,1.1615864989152238,0.4444444444444444,"[-0.42782331598951717, 0.8030792199207202]",0.44,-1.190166964295401,-1.190166964295401,0,2,1,-0.3211557439311538,0.805123710812081,3.0,6.0,0.2397024460384836,2.3546033062706475,151.66666666666666,102.28202017520375,102.28202017520375,False,,0.0679301009106571,2.5084993375819096,F5_trend_pullback_37630138_base.parquet,"{'BTC': -1.19, 'ETH': 1.67}",1.0
crypto15,F6,"F6:orb(or_min=30, target_r=2.0)",base,0.8,0,32,18.0,-7.492497008809297,-0.2341405315252905,0.5936708687907282,0.3125,17,11.0,0.3902978666914534,0.0229586980406737,0.0229586980406737,1.0509967983763682,0.4705882352941176,"[-0.5046928910065371, 0.6130328343388424]",0.467,-1.2616725552597732,-2.5111841845973446,1,2,2,-1.1291344739815985,1.519432340673052,11.0,6.0,0.269077005805078,2.507228767650582,143.8235294117647,90.78236835044584,92.8978008578822,True,2026-06-18 14:30:00+00:00,0.1016490278119616,10.557131177712732,F6_orb_63354631_base.parquet,"{'BTC': -3.01, 'ETH': 3.4}",1.0
crypto15,F6,"F6:orb(or_min=30, target_r=None)",base,0.8,0,28,18.0,-5.556114246180002,-0.1984326516492857,0.677349839160322,0.2857142857142857,15,11.0,3.272263612761353,0.2181509075174235,0.2181509075174235,1.4259300526191796,0.4,"[-0.5042980165490901, 1.3781092235530201]",0.313,-2.6955380391698545,-2.6955380391698545,0,2,2,1.937185126660811,1.3350784861005418,10.0,5.0,0.18346228764598,2.5072287676505822,178.0,93.33063667982806,97.71614936658138,True,2026-06-18 14:30:00+00:00,0.1151858232832882,10.668325856760047,F6_orb_72867030_base.parquet,"{'BTC': 2.61, 'ETH': 0.66}",2.0
crypto15,F6,"F6:orb(or_min=60, target_r=2.0)",base,0.8,0,29,18.0,-1.8755711369178885,-0.064674866790272,0.86053280710529,0.3793103448275862,10,8.0,2.664500132137487,0.2664500132137487,0.2664500132137487,2.121435337286368,0.5,"[-0.3908740526745364, 0.7493508985732755]",0.207,1.0281166636292347,0.7052936540706993,1,2,1,0.5775010763012547,2.086999055836232,6.0,4.0,0.1889983391830589,1.3768118038514563,175.5,100.7889289952196,100.7889289952196,False,,0.0895889736647797,6.842661049228283,F6_orb_37528319_base.parquet,"{'BTC': 0.85, 'ETH': 1.81}",2.0
crypto15,F6,"F6:orb(or_min=60, target_r=None)",base,0.8,0,25,18.0,-3.121482832422035,-0.1248593132968814,0.7630708802085489,0.36,8,8.0,4.339602751395187,0.5424503439243984,0.5424503439243984,2.826452855641518,0.375,"[-0.42608784973334435, 1.6722463566008303]",0.158,0.7340232966721403,0.7340232966721403,1,2,1,2.223874052957514,2.1157286984376737,5.0,3.0,0.1297882588987725,1.3768118038514563,219.375,101.21811991897316,101.21811991897316,False,,0.0982032980556239,8.197582783860653,F6_orb_96227101_base.parquet,"{'BTC': 3.18, 'ETH': 1.15}",2.0
crypto15,B0,B0:baseline_session_long(),base,0.8,1,19,18.0,-3.567265516060864,-0.1877508166347823,0.2114376884561997,0.3157894736842105,10,10.0,0.0281254116019775,0.0028125411601977,0.0028125411601977,1.013903402580382,0.6,"[-0.31793191265773635, 0.3271149826454182]",0.532,-0.8226760694772907,-0.8226760694772907,0,2,1,0.0281254116019775,0.0,10.0,0.0,0.1356694358550315,1.7794984613279254,327.0,96.46085989554112,96.46085989554112,False,,0.1644105340881122,5.346763977388804,B0_baseline_session_long_79050094_base.parquet,{'BTC': 0.03},1.0
crypto15,F1,"F1:ma_trend(atr_mult=2.0, fast=10, filter=False, slow=40, tf=15m)",adverse,0.8,0,17,13.0,-0.0718829645689882,-0.0042284096805287,0.9890927791361992,0.5294117647058824,7,6.0,-0.0765701626106984,-0.0109385946586712,-0.0109385946586712,0.9633808222078324,0.5714285714285714,"[-0.4934899999801093, 0.5201367506013411]",0.517,-0.960756831676579,-0.960756831676579,1,2,2,1.501123751163492,-1.5776939137741903,4.0,3.0,0.4170384951015782,1.0915437310699792,199.28571428571428,99.85154687282032,99.85154687282032,False,,0.0829436377061284,5.11985633808996,F1_ma_trend_14202865_adverse.parquet,"{'BTC': -1.21, 'ETH': 1.13}",1.0
crypto15,F1,"F1:ma_trend(atr_mult=2.0, fast=10, filter=True, slow=40, tf=15m)",adverse,0.7,0,0,,0.0,,,,0,,0.0,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,
crypto15,F1,"F1:ma_trend(atr_mult=2.0, fast=20, filter=False, slow=80, tf=15m)",adverse,0.8,0,7,6.0,-3.230626530354873,-0.4615180757649818,0.300441834930776,0.2857142857142857,7,6.0,0.3226528431537534,0.046093263307679,0.046093263307679,1.1459094497300846,0.4285714285714285,"[-0.45726006840410943, 0.3871668835606088]",0.414,-1.3098420805364608,-0.4410930894982695,1,2,2,1.553597092056326,-1.2309442489025726,4.0,3.0,0.3145517825224997,1.1878090014074274,195.0,97.09202631279888,97.09202631279888,False,,0.0423332512921486,3.944420489265283,F1_ma_trend_1234827_adverse.parquet,"{'BTC': -1.28, 'ETH': 1.61}",1.0
crypto15,F1,"F1:ma_trend(atr_mult=2.0, fast=20, filter=True, slow=80, tf=15m)",adverse,0.7,0,0,,0.0,,,,0,,0.0,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,
crypto15,F2,"F2:bb_mr(k=2.0, max_bars=8, n=20, regime=False, tf=15m)",adverse,0.9,0,40,18.0,-11.981612526004929,-0.2995403131501232,0.3623855559343186,0.4,18,10.0,-2.597970268305388,-0.1443316815725215,-0.1443316815725215,0.6134150768078039,0.5,"[-0.4292777559962578, 0.17528398267802056]",0.815,-4.498625786578585,-4.01110875459964,0,2,1,-2.665593649944512,0.0676233816391242,9.0,9.0,0.6726025059519746,5.054798687502134,74.16666666666667,89.28557526339225,85.42041720568966,True,2026-06-03 16:00:00+00:00,0.0642382476002953,10.714424736607754,F2_bb_mr_58089639_adverse.parquet,"{'BTC': -1.71, 'ETH': -0.89}",0.0
crypto15,F2,"F2:bb_mr(k=2.0, max_bars=8, n=20, regime=True, tf=15m)",adverse,0.9,0,14,9.0,-1.85215860339671,-0.132297043099765,0.5898642466839134,0.5,5,3.0,-0.1145859998372089,-0.0229171999674418,-0.0229171999674418,0.8851108399357426,0.8,,,-0.5539951613440204,-0.5539951613440204,0,2,1,-0.8684303367713888,0.7538443369341798,2.0,3.0,0.8777396683049913,0.9973612808477412,48.0,98.0332553967661,98.0332553967661,False,,0.0157519074575436,3.6856145816298778,F2_bb_mr_41233371_adverse.parquet,"{'BTC': -0.24, 'ETH': 0.13}",1.0
crypto15,F2,"F2:bb_mr(k=2.5, max_bars=8, n=20, regime=False, tf=15m)",adverse,0.9,0,21,14.0,-3.9567318730170062,-0.1884158034770003,0.5709514299971121,0.4761904761904761,8,6.0,-3.974489968189793,-0.496811246023724,-0.496811246023724,0.0651549709864382,0.25,"[-0.9039002699727777, -0.06479698576030787]",0.99,-4.237539882862063,-4.237539882862063,0,2,1,-1.719236679568316,-2.2552532886214767,4.0,4.0,4.57219020440243,3.9744899681897934,69.375,92.06877815879318,92.06877815879318,False,,0.0347034211174009,7.93122184120682,F2_bb_mr_62797169_adverse.parquet,"{'BTC': -1.72, 'ETH': -2.26}",0.0
crypto15,F2,"F2:bb_mr(k=2.5, max_bars=8, n=20, regime=True, tf=15m)",adverse,0.8,0,6,4.0,-0.5201215969432,-0.0866869328238666,0.7519828376692789,0.5,0,,0.0,,,,,,,,,0,2,0,,,,,,,,99.4798784030568,99.4798784030568,False,,0.0059069652965788,2.0971193769632777,F2_bb_mr_91805289_adverse.parquet,,
crypto15,F3,"F3:vol_comp_bo(pct=0.1, tf=15m, trail_atr=2.0)",adverse,0.9,0,5,5.0,2.5962109747159343,0.5192421949431869,3.7751114317007177,0.6,0,,0.0,,,,,,,,,0,2,0,,,,,,,,102.59621097471592,102.59621097471592,False,,0.0130445483632783,0.6317189152039617,F3_vol_comp_bo_78810186_adverse.parquet,,
crypto15,F3,"F3:vol_comp_bo(pct=0.2, tf=15m, trail_atr=2.0)",adverse,1.0,0,6,6.0,2.581271157478758,0.430211859579793,3.715773155931358,0.5,2,1.0,-1.5580209569542771,-0.7790104784771386,-0.7790104784771386,0.0,0.0,,,-0.7807630937000224,0.0,0,2,1,-0.7772578632542547,-0.7807630937000223,1.0,1.0,,1.5580209569542771,52.5,101.02325020052449,101.02325020052449,False,,0.0191976372138813,1.558020956954266,F3_vol_comp_bo_30220280_adverse.parquet,{'BTC': -1.56},0.0
crypto15,F4,"F4:channel_bo(atr_mult=1.5, n=12, tf=15m)",adverse,0.8,0,34,18.0,-10.57904074925404,-0.3111482573310012,0.5069368164813186,0.2647058823529412,16,10.0,2.463674798143411,0.1539796748839632,0.1539796748839632,1.2969905415282008,0.375,"[-0.441858681893662, 1.2023372853054335]",0.344,-1.02609422915546,-1.02609422915546,1,2,2,2.015708698938348,0.4479660992050633,8.0,8.0,0.2641056378862446,3.3035928381370967,167.8125,91.22514465759537,91.88463404888935,True,2026-06-16 15:45:00+00:00,0.1171548117154811,10.942874509828728,F4_channel_bo_5598738_adverse.parquet,"{'BTC': 1.55, 'ETH': 0.92}",2.0
crypto15,F4,"F4:channel_bo(atr_mult=1.5, n=24, tf=15m)",adverse,0.9,0,27,18.0,-9.12124556036574,-0.3378239096431756,0.5069045957633236,0.2962962962962963,12,8.0,3.981136257804359,0.3317613548170299,0.3317613548170299,1.9654875433622976,0.5833333333333334,"[-0.18714501548295503, 1.2008662646013275]",0.134,0.4913672305054875,0.4913672305054875,1,2,1,1.822131028846884,2.1590052289574744,6.0,6.0,0.2172010130600035,2.128707585026156,208.75,90.65464418166896,94.85989069743864,True,2026-06-17 18:15:00+00:00,0.1033718926901304,10.710759023880598,F4_channel_bo_91429361_adverse.parquet,"{'BTC': 1.6, 'ETH': 2.38}",2.0
crypto15,F1,"F1:ma_trend(atr_mult=2.0, fast=10, filter=False, slow=40, tf=1h)",adverse,0.9,0,3,2.0,-0.9438185537294612,-0.3146061845764871,0.2980106810956323,0.3333333333333333,4,3.0,-0.2820271238972965,-0.0705067809743241,-0.0705067809743241,0.5758896354741599,0.5,,,-0.5927860060808041,-0.5927860060808041,0,2,1,0.2927286344866629,-0.5747557583839594,3.0,1.0,0.6038058496906522,0.5747557583839594,180.0,98.77415432237324,98.77415432237324,False,,0.0199360078759537,1.5185743121134294,F1_ma_trend_2622997_adverse.parquet,"{'BTC': -0.59, 'ETH': 0.31}",1.0
crypto15,F1,"F1:ma_trend(atr_mult=2.0, fast=10, filter=True, slow=40, tf=1h)",adverse,0.8,0,0,,0.0,,,,0,,0.0,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,
crypto15,F1,"F1:ma_trend(atr_mult=2.0, fast=20, filter=False, slow=80, tf=1h)",adverse,0.9,0,3,2.0,-0.8991814299118186,-0.2997271433039395,0.3082443977674158,0.3333333333333333,1,1.0,-0.1744137692291794,-0.1744137692291794,-0.1744137692291794,0.0,0.0,,,0.0,0.0,0,2,1,-0.1744137692291794,0.0,1.0,0.0,,0.1744137692291794,180.0,98.926404800859,98.926404800859,False,,0.0120600541471818,1.0735951991409962,F1_ma_trend_56979913_adverse.parquet,{'ETH': -0.17},0.0
crypto15,F1,"F1:ma_trend(atr_mult=2.0, fast=20, filter=True, slow=80, tf=1h)",adverse,0.8,0,0,,0.0,,,,0,,0.0,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,
