t,true_range_bps,sampled_range_bps,n,close_diff_bps
2026-08-25 01:00:00+00:00,25.329764863313546,16.01032307398241,4,-0.7168801376416927
2026-08-25 02:00:00+00:00,16.250059742866867,5.257372269750286,4,0.7169144004212962
2026-08-25 03:00:00+00:00,21.9507539606799,14.315709104791534,4,-3.578927276197205
2026-08-25 04:00:00+00:00,26.18050266565172,9.282178217821457,4,-6.902132520944889
2026-08-25 05:00:00+00:00,28.02584077522342,14.487934638039466,4,-3.562606878207156
2026-08-25 06:00:00+00:00,22.784449613138552,7.357478520909534,4,-7.832154554516165
2026-08-25 07:00:00+00:00,22.81260396368945,13.307352312152519,4,-0.7128938738646622
2026-08-25 08:00:00+00:00,46.91720771527459,30.567271693285164,4,-1.8956447561723162
2026-08-25 09:00:00+00:00,34.048992717298724,20.57126643336812,4,-0.2364513383143598
2026-08-25 10:00:00+00:00,31.288518062007995,9.00730065421436,4,10.666540248411602
2026-08-25 11:00:00+00:00,43.599829391972705,27.723804559026018,4,-3.5543339178232616
2026-08-25 12:00:00+00:00,31.721982860659416,8.759054968988318,4,1.6571185076462567
2026-08-25 13:00:00+00:00,205.1906680408505,149.44251850463777,4,40.52281457884291
2026-08-25 14:00:00+00:00,134.96874408031798,71.5097556355366,4,31.72949422239136
2026-08-25 15:00:00+00:00,74.16505267135875,29.288109972129273,4,-17.005999338654885
2026-08-25 16:00:00+00:00,52.780395852969114,25.212064090480517,4,6.597549481621808
2026-08-25 17:00:00+00:00,38.12661802777135,17.415862555895718,4,-0.7060484819951216
2026-08-25 18:00:00+00:00,63.31488603320621,48.54141262545711,4,-3.7519932464127432
2026-08-25 19:00:00+00:00,76.0170803810241,40.35474637511075,4,-15.01571958143783
2026-08-25 20:00:00+00:00,39.32032017974887,17.319664841080584,4,-4.212891447830521
2026-08-25 21:00:00+00:00,28.029524432401864,15.416238437821756,4,-4.438008035130284
2026-08-25 22:00:00+00:00,18.67413632119541,15.172735760971852,3,-4.901960784313248
2026-08-25 23:00:00+00:00,35.097571248069634,24.334316065327428,5,-0.7019514249607542
2026-08-26 00:00:00+00:00,60.1532026880963,40.18045960806381,4,3.0546548240047806
2026-08-26 01:00:00+00:00,23.448858040613423,7.972611733807978,4,-5.862214510153356
2026-08-26 02:00:00+00:00,48.64131705719994,46.53664468453321,4,12.861886721856118
2026-08-26 03:00:00+00:00,26.13768961493593,15.402567094516336,4,2.567094515752944
2026-08-26 04:00:00+00:00,35.542253191788774,19.407940887620637,4,0.7014918393109646
2026-08-26 05:00:00+00:00,20.565552699228686,6.07618602477326,4,-5.842486562280907
2026-08-26 06:00:00+00:00,24.307016313746633,9.582573739074114,4,-1.4023278642547157
2026-08-26 07:00:00+00:00,24.343429614717557,6.319928842282239,4,-2.3407143860311486
2026-08-26 08:00:00+00:00,34.63122426057566,22.22950205915494,4,-1.1699737925873122
2026-08-26 09:00:00+00:00,19.63993453355097,7.481879822305195,4,-3.974748655600092
2026-08-26 10:00:00+00:00,23.838459381135802,7.011311582687,4,-1.6359727026267454
2026-08-26 11:00:00+00:00,75.56556838449194,38.25213554867296,4,-2.1120811039151373
2026-08-26 12:00:00+00:00,46.117647058823046,24.00000000000091,4,4.941176470587753
2026-08-26 13:00:00+00:00,127.8676194057916,19.039112448288883,4,-19.979315532155482
2026-08-26 14:00:00+00:00,122.6267695658351,64.62762179821074,4,4.734624307560926
2026-08-26 16:00:00+00:00,53.83003048780466,26.200457317073713,4,-7.383765243902493
2026-08-26 17:00:00+00:00,46.99738903394299,21.125089010206178,4,-11.868027533823877
2026-08-26 18:00:00+00:00,49.242424242423866,18.939393939394208,4,-0.23674242424220893
2026-08-26 19:00:00+00:00,99.50011901927992,68.07902880266634,4,-12.616043799096156
2026-08-26 20:00:00+00:00,377.94976496842406,250.93775224348303,4,-75.49499074118054
2026-08-26 21:00:00+00:00,547.9952507078273,78.08932322586574,4,56.397844552014504
2026-08-26 22:00:00+00:00,89.18362680082271,30.64257946489767,4,-6.631603018523221
2026-08-26 23:00:00+00:00,84.72646107593428,34.61941420307108,4,-27.558875780075148
2026-08-27 00:00:00+00:00,48.90534302298977,27.195027195027144,4,-0.22852964029413833
2026-08-27 01:00:00+00:00,157.39863798313175,84.11130654399535,4,-16.686961619987198
2026-08-27 02:00:00+00:00,58.786289228543524,27.35823460251507,4,-7.461336709776253
2026-08-27 03:00:00+00:00,42.90488664077268,23.93641044169457,4,-11.742390028000674
2026-08-27 04:00:00+00:00,39.330922242314855,12.432188065099716,4,-2.0343580470157097
2026-08-27 05:00:00+00:00,38.414606589234616,11.750350250824372,4,-8.812762688119564
2026-08-27 06:00:00+00:00,91.52281274070093,37.1528249739474,4,-19.25603733405878
2026-08-27 07:00:00+00:00,91.76375331743924,35.535963294498316,4,-18.217803967432914
2026-08-27 08:00:00+00:00,230.9050772626927,130.0220750551886,4,-16.997792494480834
2026-08-27 09:00:00+00:00,82.7733523207696,18.02322994081265,4,22.918428196341345
2026-08-27 10:00:00+00:00,61.63465832961123,28.58418937025524,4,15.855292541312629
2026-08-27 11:00:00+00:00,109.20366708610493,85.16088441488452,4,-26.065072802445286
2026-08-27 12:00:00+00:00,93.56304259817429,70.39719310872195,4,-15.743781206423208
2026-08-27 13:00:00+00:00,210.41369472182592,118.35770328102716,4,8.91583452211203
2026-08-27 14:00:00+00:00,147.21438645980268,46.059590973201146,4,-55.09520451339915
2026-08-27 15:00:00+00:00,105.26781370250765,44.45132469370584,4,-1.5480560838602588
2026-08-27 16:00:00+00:00,162.47767565448405,105.85006751753308,4,-14.59249901990589
2026-08-27 17:00:00+00:00,92.43439786218134,53.66452008586298,4,8.761554299732273
2026-08-27 18:00:00+00:00,125.11052166224637,93.94341290893016,4,-24.314765694075287
2026-08-27 19:00:00+00:00,134.63731251644563,101.3069029032542,4,36.18103675116168
2026-08-27 20:00:00+00:00,67.48114497419843,32.85846601684718,4,-3.3078992634405964
2026-08-27 21:00:00+00:00,59.297282945393555,32.746260731037296,4,8.629082219666413
2026-08-27 22:00:00+00:00,31.35765391749881,21.64119777404863,4,1.1041427435741402
2026-08-27 23:00:00+00:00,22.55339848759523,17.24671649051496,4,5.085570247203338
2026-08-28 00:00:00+00:00,28.28979357291192,18.123149007646933,4,12.1557706758611
2026-08-28 01:00:00+00:00,28.224917309813222,17.640573318633106,4,-7.7177508269023765
2026-08-28 02:00:00+00:00,30.4851108951147,21.207033666165493,4,-4.41813201378432
2026-08-28 03:00:00+00:00,29.146793852676055,19.431195901784037,4,0.6624271330160211
2026-08-28 04:00:00+00:00,18.982033284774946,11.477508497770314,4,0.0
2026-08-28 05:00:00+00:00,23.888520238886105,5.9721300597208975,3,1.3271400132714506
2026-08-28 06:00:00+00:00,47.13448746751215,20.263424518742767,4,-17.840623761067846
2026-08-28 07:00:00+00:00,42.44031830238762,22.98850574712689,4,1.1052166224582531
2026-08-28 08:00:00+00:00,61.69277883804476,28.849141183258876,4,-3.772580000888019
2026-08-28 09:00:00+00:00,42.92035398230083,22.123893805309734,4,1.1061946902657382
2026-08-28 10:00:00+00:00,48.50943729052718,38.58705239019228,4,-4.630446286822622
2026-08-28 11:00:00+00:00,40.58763841708156,33.970088675167,4,-5.514624784929635
2026-08-28 12:00:00+00:00,57.51415902006419,24.805725073538998,4,-13.390701145893084
2026-08-28 13:00:00+00:00,200.69265606962,139.86324482727898,4,6.438149365065724
2026-08-28 14:00:00+00:00,156.56008820286584,88.20286659316427,4,-20.507166482910847
2026-08-28 15:00:00+00:00,256.56082027191866,140.47608293057434,4,35.45778942138421
2026-08-28 16:00:00+00:00,69.11289955894975,42.28618196698981,4,39.33069613058613
2026-08-28 17:00:00+00:00,87.03973751367101,58.55814801312417,4,12.531899380240873
2026-08-28 18:00:00+00:00,121.47425574011939,68.09920397552193,4,-2.990843417845035
2026-08-28 19:00:00+00:00,56.99315162935978,13.099232430941608,4,-13.558854621500553
2026-08-28 20:00:00+00:00,24.786560176259616,8.262186725420307,4,-2.983567428625087
2026-08-28 21:00:00+00:00,16.05872906629935,1.8352833218624476,4,-2.9823353980269665
2026-08-28 22:00:00+00:00,14.216922724144638,11.694565466637188,4,1.1465260261397507
2026-08-28 23:00:00+00:00,7.797807440026417,4.586945552956026,4,5.733681941195359
2026-08-29 00:00:00+00:00,29.84937545922142,18.82806759735473,4,1.6072740631886753
