universe,family,config,regime,is_base,dev_n,dev_net,dev_pf,val_n,val_net,val_exp,val_pf,val_win,val_windows_pos,val_windows_n,seconds
stocks,R,"R:channel_bo(atr_mult=1.5, n=12, tf=15m)",base,True,65,19.98651002973222,1.5582815049167358,37,16.314474505069793,0.4409317433802647,2.0554757442136813,0.5945945945945946,2,3,3.7
stocks,R,"R:channel_bo(atr_mult=1.5, n=8, tf=15m)",base,False,76,19.870590597412935,1.4887984984890148,47,14.686020592497723,0.3124685232446324,1.7959346286978166,0.44680851063829785,2,3,3.9
stocks,R,"R:channel_bo(atr_mult=1.5, n=16, tf=15m)",base,False,59,13.673690643617869,1.3852999655910951,35,3.437238432972889,0.09820681237065397,1.2164533701109432,0.5714285714285714,2,3,3.8
stocks,R,"R:channel_bo(atr_mult=1.0, n=12, tf=15m)",base,False,79,-5.1740852966423505,0.906966581119451,39,22.19067297556083,0.56899161475797,2.452630930513631,0.5128205128205128,2,3,3.8
stocks,R,"R:channel_bo(atr_mult=2.0, n=12, tf=15m)",base,False,66,10.984478333327596,1.334172245199513,38,1.5272152209798606,0.04018987423631212,1.1089501231661663,0.5263157894736842,2,3,3.7
